,id,owner,pool,token0,token1,tickLower,tickUpper,liquidity,depositedToken0,depositedToken1,withdrawnToken0,withdrawnToken1,collectedFeesToken0,collectedFeesToken1,transaction,feeGrowthInside0LastX128,feeGrowthInside1LastX128
10,456891,0x1012324537678ad4afccb99f08d92e151396830e,{'id': '0x5d342c10657fd352ceb4d7cd23504580b950fb2f'},{'id': '0x7c6b16b538cda7263528fe95cc8dfda7b9532897'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x5d342c10657fd352ceb4d7cd23504580b950fb2f#-345390'},{'id': '0x5d342c10657fd352ceb4d7cd23504580b950fb2f#-345380'},1899362897104750021579278405461346,29999999999999782424.35095258752233,0,0,0,0,0,"{'id': '0xc2bb2031659f03066e4247298a5dd168e58a65e18c877f78d684e402a69a2af6', 'timestamp': '1677894923'}",0,0
11,79240,0x06773ae9559a0e0c8dba89d3cd4f7eac74b225b8,{'id': '0x596101125094f9d65a579b2cfc4c26059cb64e81'},{'id': '0x78a52e12c7b63d05c12f9608307587cf654ec3d0'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x596101125094f9d65a579b2cfc4c26059cb64e81#217400'},{'id': '0x596101125094f9d65a579b2cfc4c26059cb64e81#217800'},1061529810167122922185668885105454,400000000,0,0,0,0,0,"{'id': '0x840f2f9511a640b45ef979113b3f313963ff23c846e3922204e922beddfeafbd', 'timestamp': '1626021756'}",0,0
12,512517,0x9d7045826757ba3ca63853c65fe3abe4d85cfb7d,{'id': '0xb0cdd93e28abf570265f271175b02877e89999f4'},{'id': '0x4244ffc94e03b5aa0b4ce9897088b7ba87a61cf0'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xb0cdd93e28abf570265f271175b02877e89999f4#6960'},{'id': '0xb0cdd93e28abf570265f271175b02877e89999f4#7140'},1053822897413235041543667085103608,6666666666665.999999999999999995,0,0,0,0,0,"{'id': '0x3452f04652e550f270cc2dab43670465d6d7e7239501b269fd1e0c11f3df8ab8', 'timestamp': '1684983227'}",0,0
13,515040,0x06282a8bab071edb4a982ea0a099fb548e2fc6ca,{'id': '0x959591dd586efe108da3bbd8cf9fcdb6d58cea58'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xd53fd147bc550ec39ffc772a59026277ec9202d9'},{'id': '0x959591dd586efe108da3bbd8cf9fcdb6d58cea58#-299400'},{'id': '0x959591dd586efe108da3bbd8cf9fcdb6d58cea58#0'},1000000315454546199685516816930531,0,1000000000000000,0,0,0,0,"{'id': '0x8f6ec347a52dcbc4844308e1da3c52dfe8a8df4f43bc9e2f94c83f6035ad49f1', 'timestamp': '1685341487'}",0,0
14,559803,0xf363255672795a27aebfdbb53a484cfa59a10433,{'id': '0x6eb00b672d864090c0cbbd8dc598e7cabf6db9de'},{'id': '0x5994734b432372c76e9d5462795352c3d96c577a'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x6eb00b672d864090c0cbbd8dc598e7cabf6db9de#21800'},{'id': '0x6eb00b672d864090c0cbbd8dc598e7cabf6db9de#23000'},510728853959271560808490983473345,9999989999999.999999999999999999,0,0,0,0,0,"{'id': '0xbe6ff18430a2cdceff851844986db3e5b9fe5c72416cbe77eaed612c2ce049b8', 'timestamp': '1693835267'}",0,0
15,535194,0x9f0176a1fcae8ec01769300a8fbcc0782dcbf8d0,{'id': '0xa55964363d0cdb0e22001e5be1c717ac33ac60e7'},{'id': '0x8abf4cb8018d058fae40aee13fb427faf7354a1d'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xa55964363d0cdb0e22001e5be1c717ac33ac60e7#140800'},{'id': '0xa55964363d0cdb0e22001e5be1c717ac33ac60e7#186800'},490458022604088941927797215772618,386752894802.484410543412066853,0,0,0,0,0,"{'id': '0xf06d6f16db9befed2ae30b756b0717ef68818d70bd8af8539c337fb79c3a59ac', 'timestamp': '1688844683'}",0,0
16,78353,0x4a34753ec089481093219aa559f87ba69f7988d9,{'id': '0xbb7bf12c127dfecf921c540fc63655166f020264'},{'id': '0x38894302a6eabea6f2b29b508031d2ed75f0be22'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xbb7bf12c127dfecf921c540fc63655166f020264#-68580'},{'id': '0xbb7bf12c127dfecf921c540fc63655166f020264#-68400'},362316228220951401962491512249293,200119926839209.112969775313908905,0,100009999999849.999999999999152411,0,0,0,"{'id': '0x8b6c65c80a7f69d4e023e2d4724154cfae62ae3c6c411b6eba84feaee402b5ad', 'timestamp': '1625963852'}",0,0
17,41216,0xd7547045605822b3ab6f692e48c1f8293a93c6db,{'id': '0x000f0c0b0b791e855dcc5ad6501c7529dea882e0'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xd1063ee5ec2891991a29fefb52bcc448cd386844'},{'id': '0x000f0c0b0b791e855dcc5ad6501c7529dea882e0#-184200'},{'id': '0x000f0c0b0b791e855dcc5ad6501c7529dea882e0#-183240'},203220933393788803057901347974550,0,1000000000,0,0,0,0,"{'id': '0x24c0e63e1b459fe4a524b6e314e97496279efdef3d603865f07427521b20bfd2', 'timestamp': '1623224000'}",0,0
18,528180,0x5d6044c7c611fd76bb1e31f6e241f21a8b8ad8d3,{'id': '0xae62eef2789e939dba407cff285686dbe650c9da'},{'id': '0x05d43a77b0efa80d632f02bb4ad58ebcf5a7ff7e'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xae62eef2789e939dba407cff285686dbe650c9da#-232000'},{'id': '0xae62eef2789e939dba407cff285686dbe650c9da#-231200'},176604214633532521675226528880126,754999999999999999.9941022284139964,0,0,0,0,0,"{'id': '0x5e081c2551a5390d44957e6e9b3f72be17b2f7af707ab12eab4b58b93427b2e3', 'timestamp': '1687389251'}",0,0
19,561850,0x54aa2aee6cb47031df9ef4ac3cd894a5710d4c3a,{'id': '0xdcfbdf52b968029eea93b8f61895a6fa3ea59b81'},{'id': '0x0bbed6bb480bef5716f86269baa0e846f21118dc'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xdcfbdf52b968029eea93b8f61895a6fa3ea59b81#200400'},{'id': '0xdcfbdf52b968029eea93b8f61895a6fa3ea59b81#204600'},118581395822262111687274419580909,101000000000,0,999999999.9999999999999999,0,0,0,"{'id': '0x26f669c046546ceba7b57b1c00af30c59b3dd14a1ba2cea86bc59c9c1c5d2062', 'timestamp': '1694222303'}",0,0
20,85739,0x276611dd85c726508e844e793aba9ca0fab1f479,{'id': '0x18a1520d3d0e1f9d605aa3ef52f5ccbaffa28de7'},{'id': '0x01d20909e627301e55d5707be983170ff96a6f68'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x18a1520d3d0e1f9d605aa3ef52f5ccbaffa28de7#138120'},{'id': '0x18a1520d3d0e1f9d605aa3ef52f5ccbaffa28de7#138180'},116910881611972601737580484260177,350925954.583396707513322128,0,0,0,0,0,"{'id': '0x038184796354f449f79c28d9864825ee7f1afa56ef621c33a42da15bbde69fb2', 'timestamp': '1626486720'}",0,0
21,520081,0xf1b964b0a30c7b631f49780c17a091e935723521,{'id': '0x280429af7a71443652d90e1f1630ea88e3d26729'},{'id': '0x1cf8c331aa4dd6266780d8a1610387f5f178f901'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x280429af7a71443652d90e1f1630ea88e3d26729#92200'},{'id': '0x280429af7a71443652d90e1f1630ea88e3d26729#92400'},111066073042692922662566641563101,1099999999999.889999999999999999,0,1088999999999.891099902887426652,0.000980100000027354,0,0,"{'id': '0xf2d87a8846aa8013d2f3f94ba0d9b5dc624001c80420730b76cf300ce0bb5582', 'timestamp': '1686023591'}",3005372416018376,30637831843029660399
22,519515,0xad583336957e31ec0b18f8792caaa471edc70b1c,{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x42a43bc18a20831a6abfc551c9476eba124c03c2'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#0'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#99800'},97743637239488338486118579008396,9762337405160.272514055954809893,821208773029080.318066097897642705,0,0,0,0,"{'id': '0x76ac654d48cb80a9c36f553f2218d2646579260a233c5440526538e37aae086c', 'timestamp': '1685958467'}",88841196378794426119550199016084074,3543927182711978665406582005993678136
23,480431,0x1012324537678ad4afccb99f08d92e151396830e,{'id': '0x623c55ef1c942931380a240d5026af4423f9037d'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xda765bbb587a4454789afdc953ae26b4e069b7f9'},{'id': '0x623c55ef1c942931380a240d5026af4423f9037d#-46080'},{'id': '0x623c55ef1c942931380a240d5026af4423f9037d#-29940'},80679519220907019394360208584860,0,9999999999999,0,0,0,0,"{'id': '0x64b6e0718c4cbb194a70fe15c23414d42cb0b20293fcc89f87815fd7162b38be', 'timestamp': '1680373703'}",0,0
24,548340,0x1012324537678ad4afccb99f08d92e151396830e,{'id': '0xf9cfb1df41471e9d197a754ede176bbdc0d4815b'},{'id': '0x3fe3bfab8a460b2ce7960de1727f87bbe794ade6'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xf9cfb1df41471e9d197a754ede176bbdc0d4815b#10500'},{'id': '0xf9cfb1df41471e9d197a754ede176bbdc0d4815b#16080'},69435927124770558406125744395124,9999999999999.999999999999999969,0,0,0,0,0,"{'id': '0x52ab82d828763729b83818b888c736df237fc0956e5598733cf4a6e7961aad1b', 'timestamp': '1691629715'}",0,0
25,435607,0x3912265d37e764e05f2f5b331620f88e190eabbf,{'id': '0x61a6834c7928cbb03e6ac4d31b8bd1bbf2481894'},{'id': '0x2f9cab5e879330ac548a8ee9375c896ff37b8e0a'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x61a6834c7928cbb03e6ac4d31b8bd1bbf2481894#-69082'},{'id': '0x61a6834c7928cbb03e6ac4d31b8bd1bbf2481894#-69081'},63247155204488401085353361851299,99999999999.999999999999999072,0,0,0,0,0,"{'id': '0x6532669fc56d0b4deb4d8ad8855cdcf9564f970156d6e27fdd218e59eed0f87e', 'timestamp': '1675999427'}",33910043258510901321211548,33918800333647435175494
26,300232,0x7345db64138fb2cf11885d8af8e83cd7a1a79ca9,{'id': '0xb0afc043887a7e5f28a5da2e2ad3e2e46244923d'},{'id': '0x613d1d9eb0e3c34eb7d70ac1a10e14ac391b9db9'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xb0afc043887a7e5f28a5da2e2ad3e2e46244923d#648600'},{'id': '0xb0afc043887a7e5f28a5da2e2ad3e2e46244923d#655600'},41039594295544425395714545686268,100000000000000000,0,0,0,0,0,"{'id': '0x0ec59cbb20b5cb236d86e0c8df3b612711f9d3c99325c8bca0d6abbe8965cbe0', 'timestamp': '1661494544'}",0,0
27,540037,0x81ae99ed21834e23c3dce2b2290317df515c954e,{'id': '0x78e96aa7150c4190c69023562ff2fc761ac50b2c'},{'id': '0x99db8e70a6218882f3112ed59a4723493285fe9e'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x78e96aa7150c4190c69023562ff2fc761ac50b2c#570960'},{'id': '0x78e96aa7150c4190c69023562ff2fc761ac50b2c#584340'},25547924113199063286795230022962,49882116309816.97936,0,0,0,0,0,"{'id': '0x6382f2823527b2fd7217c2aa1ae6c6b0249d9443bdb542445d619422c7b8f8fb', 'timestamp': '1689923375'}",0,0
28,519983,0xf1b964b0a30c7b631f49780c17a091e935723521,{'id': '0xa6d04e57deea427693fd3f8d366f915fefb1b831'},{'id': '0x1cf8c331aa4dd6266780d8a1610387f5f178f901'},{'id': '0xf3514d6bbec224bc3622166c31b8c737d320ef14'},{'id': '0xa6d04e57deea427693fd3f8d366f915fefb1b831#92200'},{'id': '0xa6d04e57deea427693fd3f8d366f915fefb1b831#93200'},22888548328893551524960024483272,1111111111111,0,1099999999999.889999999999999999,0,0,0,"{'id': '0x328dbd32773cf7c1e0067c2685f1238798c5228d44533b0435b422566efc9b1b', 'timestamp': '1686012947'}",0,0
29,518393,0x1012324537678ad4afccb99f08d92e151396830e,{'id': '0x7045ebac8ef3d1008b8fe83dd54c11c84757be03'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xd74d787ae497c1d091d2ec23b39a87eef1b36ef1'},{'id': '0x7045ebac8ef3d1008b8fe83dd54c11c84757be03#269439'},{'id': '0x7045ebac8ef3d1008b8fe83dd54c11c84757be03#269453'},20169945356758193934785553784443,0,10009999999999997.99999999999999935,0,0,0,0,"{'id': '0x55dc1341b1ee086066cbfb6a833cc3ea27fb0bc4151db117fea9b14f9d3ad20f', 'timestamp': '1685801243'}",0,0
30,557075,0xf819fbf3478d1680ba5885369c515e7bbad58708,{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15'},{'id': '0x9138c8779a0ac8a84d69617d5715bd8afa23c650'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15#114600'},{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15#115200'},18240277634326276920098529855802,1750855133.458285009455592204,0,0,0,0,0,"{'id': '0x659a577c796e2c5b2074478222d7e57c00e51cf71780a52f650672e851fddaa1', 'timestamp': '1693304111'}",0,0
31,356207,0xc7233627c65f0dd1465938212a3adaa5dea50bf6,{'id': '0xd1f3671b6856ec95cb72db521f5f3703efd3c564'},{'id': '0x872411be80f2984af3ad53a23ee7e80c944c3091'},{'id': '0xa12a00e73e4e7174acc50a1c073e36aa0c9cb305'},{'id': '0xd1f3671b6856ec95cb72db521f5f3703efd3c564#0'},{'id': '0xd1f3671b6856ec95cb72db521f5f3703efd3c564#6930'},17972277101578745145126058878184,0,744205029582933423376103797.626,0,0,0,0,"{'id': '0xd505116688b31408d1106d2b1ed76fee56e2dbea091b47c717cc189fb65972b0', 'timestamp': '1667889179'}",0,0
32,526455,0x5d6044c7c611fd76bb1e31f6e241f21a8b8ad8d3,{'id': '0x0a98a3975ea7948179b880941d26716ba9ee91e0'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xedd9c75a38efd5aa4fad5fab5dc43741dc9a6d74'},{'id': '0x0a98a3975ea7948179b880941d26716ba9ee91e0#230829'},{'id': '0x0a98a3975ea7948179b880941d26716ba9ee91e0#230838'},14535316218549388963273159911728,0.028185033403497482,679492053255160.647138392486979133,0.000578467554099746,6747397875650.366215891912203789,0,0,"{'id': '0xdeca8289c399743623b2a014a7c4c1744852eb2f82856a4c85546b66afb8e8f9', 'timestamp': '1687046219'}",1294204073072030306306,13688656347536499410704304388419
33,569689,0xcec8722b5e3cde4467c2b06dff722485fb3e5969,{'id': '0x5d12c80308696d14914835ff4a7f1903c0ecea43'},{'id': '0xa79c1d3a0f0a21ec5b0ee2f96685aacfacc95dfb'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x5d12c80308696d14914835ff4a7f1903c0ecea43#117370'},{'id': '0x5d12c80308696d14914835ff4a7f1903c0ecea43#154260'},10537361212933501634542348545707,25087238992.269654320095782663,0,0,0,0,0,"{'id': '0x868aebbd527eadf279a1d64327f607f0ff92ea55dcfac8e211ade32c08196c10', 'timestamp': '1695715715'}",0,0
34,114399,0xabb9d90f78b55013c5cea9e91c9419ddff4fc0ac,{'id': '0xf5d566966a800912d4c752832219b7f92a0ca62b'},{'id': '0x7b93af056ecac7ba97a5f669cf127f9257e48b1e'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0xf5d566966a800912d4c752832219b7f92a0ca62b#-92110'},{'id': '0xf5d566966a800912d4c752832219b7f92a0ca62b#0'},10099994395398927060622611036342,999999999999999.999999999999999902,0,0,0,0,0,"{'id': '0x07a29c1c984ef59a352c669c7e0e825b7645932772a66121387e427a080a344e', 'timestamp': '1629425373'}",0,0
35,18543,0x7095e477ba90018bc1efb7e267590d8d6460aab1,{'id': '0x951e678454cdd1c279362683a975e0482ef23fba'},{'id': '0x4ab8eba878a29f16c700af3bad6ccfd9a13097f2'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x951e678454cdd1c279362683a975e0482ef23fba#207200'},{'id': '0x951e678454cdd1c279362683a975e0482ef23fba#211200'},8704250310115543241875465102128,100000000000000000,0,49999999999999999.999999999,0,49999999999999999.999999999,0,"{'id': '0x4809209b7e7bdee0e212f9bdadb18c2c08dd28ae554966cf1c25761f04dcfa67', 'timestamp': '1621569559'}",0,0
36,557068,0xcf208e8b39806a8ffd1504ebaf18b570b26b1e1e,{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15'},{'id': '0x9138c8779a0ac8a84d69617d5715bd8afa23c650'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15#113600'},{'id': '0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15#114600'},4700089842167464129266481964036,782660720.901920619908529435,0,0,0,0,0,"{'id': '0x6fd0411e7b38eda47c0f2c3f9845e568179fa6ff47126112a867c1159f36ca76', 'timestamp': '1693303355'}",0,0
37,514225,0x4fe1b1f63987d19a0d3245cb3ab6783c3afcd981,{'id': '0x4e7e573617df9a27bf64fade7337a6fa16d781ff'},{'id': '0x528dfde268e44a1451ae651e807b7762844a7cde'},{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2'},{'id': '0x4e7e573617df9a27bf64fade7337a6fa16d781ff#68200'},{'id': '0x4e7e573617df9a27bf64fade7337a6fa16d781ff#92000'},4349209092591639566537609674153,100000000000,0,0,0,0,0,"{'id': '0x8f851a5fb78c17677db0d82bb806b9a4a537448cb4032296b659bf6f150118cb', 'timestamp': '1685215523'}",0,0
38,530709,0x3d6f73441f28e54c28103ea972057f2c734a0f5c,{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x42a43bc18a20831a6abfc551c9476eba124c03c2'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#-887200'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#887200'},4330248289604789515229170677063,500000000000,37502100499250.410078930077254585,0,0,0,0,"{'id': '0x7f3440bd81361827004517bec4bab47e49450b2c6c8f462c2e362f58804a63ee', 'timestamp': '1687877999'}",0,0
39,530704,0x3d6f73441f28e54c28103ea972057f2c734a0f5c,{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d'},{'id': '0x1ce270557c1f68cfb577b856766310bf8b47fd9c'},{'id': '0x42a43bc18a20831a6abfc551c9476eba124c03c2'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#-887200'},{'id': '0xacf35cc2d70b6fa4c87663979a01b6b7c515ff0d#887200'},4330248289604789515229170677063,500000000000,37502100499250.410078930077254585,0,0,0,0,"{'id': '0x6030ad5382790ca507461210c590170770bf29ac3e370242a874550f5e2aee61', 'timestamp': '1687877531'}",0,0
40,542314,0xcd8f2f0722166074f21f5d93ba0b1d1b87844a7b,{'id': '0xd968b1629dc99ed799e36561362ec2d71a61f437'},{'id': '0xacecd75895f1fab237ba9c76a68a961b77680572'},{'id': '0xcd8f2f0722166074f21f5d93ba0b1d1b87844a7b'},{'id': '0xd968b1629dc99ed799e36561362ec2d71a61f437#-200'},{'id': '0xd968b1629dc99ed799e36561362ec2d71a61f437#200'},4228179897183246861736781302193,42069000000,42068999999.99999999999999996,0,0,0,0,"{'id': '0xd5cbe192327b611f42bb24f4914f2a45aafd0b252247eafbfa5e70fb18fe3b5a', 'timestamp': '1690425299'}",56408992922076445154243227174881937,58545298120195806956139731058674369
